"","X.1","X","year","stress","satjob1","health1","jobsecok","fringeok","secondwk","famwkoff","partfull","rincome","race","sex","educ","naicsind07","censusocc00","id","ballot","isco08","stressd","stressn","satjob1d","satjob1n","health1d","health1n","jobsecokd","jobsecokn","fringeokd","fringeokn","secondwkd","famwkoffd","famwkoffn","fulld","rincomed","blackraced","femalesexd","colleged","idvar","computefrey","pct_software","pct_robot","pct_ai","naics_id","yearnaics","ko_ratio","kl_ratio","decline","declineord","declinefac"
"4035",4035,4035,"2010","Always","Very satisfied","Good","Very true","Very true","No","Not at all hard","Full-time","$25000 or more","White","Male","13","Automotive repair and maintenance","Automotive glass installers and repairers",1468,"Ballot c",7231,1,4,1,3,1,2,1,3,1,3,0,1,3,1,1,0,1,0,"2010-1468",0.6453,0.376,0.684,0.48,44,"2010-44",0.1313995,0.3454555,0.1,2.3,"Average"
"4036",4036,4036,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$15000 - 19999","White","Female","10","Drinking places, alcoholic beverages","Bartenders",1469,"Ballot a",5132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,"2010-1469",0.77,0.07,0.84,0.06,197,"2010-197",0.1018977,0.2698651,0,1,"Faster than average"
"4037",4037,4037,"2010","Often","Somewhat satisfied","Very good","Somewhat true","Very true","No","Not too hard","Full-time","$25000 or more","White","Male","16","Other amusement, gambling, and recreation industries","Food service managers",1470,"Ballot b",1412,1,3,1,2,1,3,1,2,1,3,0,1,2,1,1,0,1,1,"2010-1470",0.63,0.5,0.26,0.68,91,"2010-91",0.1317097,0.3476813,0,0,"Much faster than average"
"4038",4038,4038,"2010","Always","Somewhat satisfied","Good","Not at all true","Not at all true","No","Not too hard","Full-time","$25000 or more","White","Female","18","Vocational rehabilitation services","Counselors",1471,"Ballot c",2635,1,4,1,2,1,2,0,0,0,0,0,1,2,1,1,0,0,1,"2010-1471",0.043225,0.17,0.09,0.4,175,"2010-175",0.06189511,0.1149265,0,0.8888889,"Faster than average"
"4039",4039,4039,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$25000 or more","White","Female","12"," restaurants and other food services","Chefs and head cooks",1472,"Ballot b",3434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,"2010-1472",0.365,0.38,0.355,0.235,25,"2010-25",0.1018977,0.2698651,0,0,"Much faster than average"
"4040",4040,4040,"2010","Hardly ever","Very satisfied","Excellent","Somewhat true","Very true","No","Not at all hard","Full-time","$25000 or more","Black","Female","12","Truck transportation","Personal care and service workers, all other",1473,"Ballot c",5169,0,1,1,3,1,4,1,2,1,3,0,1,3,1,1,1,0,0,"2010-1473",0.279025,0.2025,0.495,0.165,136,"2010-136",0.09811968,0.3035096,0,0.4,"Much faster than average"
"4041",4041,4041,"2010","Sometimes","Not too satisfied","Very good","Somewhat true","Somewhat true","No","Not too hard","Part-time","$25000 or more","White","Female","15","Hospitals","Claims adjusters, appraisers, examiners, and investigators",1474,"Ballot a",3315,0,2,0,1,1,3,1,2,1,2,0,1,2,0,1,0,0,0,"2010-1474",0.9533333,0.6,0.33,0.88,14,"2010-14",0.1110381,0.2320777,0.3333333,2.666667,"Slower than average"
"4042",4042,4042,"2010","Sometimes","Very satisfied","Good","Very true","No answer","Yes","Not too hard","Part-time","Refused","White","Male","18","Computer systems design and related services","Computer and information systems managers",1475,"Ballot b",1330,0,2,1,3,1,2,1,3,NA,NA,1,1,2,0,NA,0,1,1,"2010-1475",0.03,0.5,0.26,0.68,24,"2010-24",0.07830428,0.1245028,0,0,"Much faster than average"
"4043",4043,4043,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$25000 or more","White","Male","17","Other administrative and other support services","Managers, all other",1476,"Ballot c",1219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,"2010-1476",0.16,0.5,0.26,0.68,134,"2010-134",0.1121599,0.1952497,0.1666667,2.166667,"Average"
"4044",4044,4044,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Black","Female","10","Traveler accommodation","Maids and housekeeping cleaners",1477,"Ballot a",9111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"2010-1477",0.69,0.42,0.97,0.05,26,"2010-26",0.1713725,0.5219834,1,5,"Decline"
"4045",4045,4045,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","12","Motor vehicles and motor vehicle equipment manufacturing","Tool and die makers",1478,"Ballot b",7222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2010-1478",0.7733333,0.2933333,0.5066667,0.3866667,39,"2010-39",0.0399981,0.5097877,0.8333333,4.166667,"Little or no change"
"4046",4046,4046,"2010","Sometimes","Somewhat satisfied","Excellent","Very true","Somewhat true","No","Not at all hard","Full-time","$25000 or more","White","Female","13","Other amusement, gambling, and recreation industries","General and operations managers",1479,"Ballot b",1120,0,2,1,2,1,4,1,3,1,2,0,1,3,1,1,0,0,0,"2010-1479",0.0875,0.4,0.175,0.48,91,"2010-91",0.1317097,0.3476813,0.5,3,"Slower than average"
"4047",4047,4047,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","12","Construction","Roofers",1480,"Ballot c",7121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2010-1480",0.9,0.7,0.8,0.54,18,"2010-18",0.07393288,0.1867498,0,0,"Much faster than average"
"4048",4048,4048,"2010","Sometimes","Somewhat satisfied","Very good","Somewhat true","Somewhat true","No","Not at all hard","Full-time","$25000 or more","White","Male","16","Veterinary services","Health practitioner support technologists and technicians",1481,"Ballot b",3210,0,2,1,2,1,3,1,2,1,2,0,1,3,1,1,0,1,1,"2010-1481",0.9,0.32,0.33,0.34,226,"2010-226",0.08740084,0.1597304,0,0,"Much faster than average"
"4049",4049,4049,"2010","Always","Not too satisfied","Good","Somewhat true","Not at all true","No","Very hard","Not applicable","Not applicable","White","Female","16","Nursing care facilities","Registered nurses",1482,"Ballot c",2221,1,4,0,1,1,2,1,2,0,0,0,0,0,NA,NA,0,0,1,"2010-1482",0.058,0.43,0.22,0.78,65,"2010-65",0.1110381,0.2320777,0,0,"Much faster than average"
"4050",4050,4050,"2010","Sometimes","Very satisfied","Good","Very true","Very true","No","Not too hard","Full-time","$25000 or more","White","Male","12","Coating, engraving, heat treating and allied activities","Stock clerks and order fillers",1483,"Ballot a",4321,0,2,1,3,1,2,1,3,1,3,0,1,2,1,1,0,1,0,"2010-1483",0.8566667,0.61,0.4,0.5266667,202,"2010-202",0.1025686,0.3828648,0,3,"Slower than average"
"4051",4051,4051,"2010","Often","Somewhat satisfied","Good","Somewhat true","Not too true","Yes","Not at all hard","Full-time","$25000 or more","White","Female","16","Hospitals","Registered nurses",1484,"Ballot c",2221,1,3,1,2,1,2,1,2,0,1,1,1,3,1,1,0,0,1,"2010-1484",0.058,0.43,0.22,0.78,14,"2010-14",0.1110381,0.2320777,0,0,"Much faster than average"
"4052",4052,4052,"2010","Sometimes","Very satisfied","Fair","Very true","Not at all true","No","Not at all hard","Full-time","$15000 - 19999","White","Female","13","Support activities for agriculture and forestry","Miscellaneous agricultural workers",1486,"Ballot a",9211,0,2,1,3,1,1,1,3,0,0,0,1,3,1,0,0,0,0,"2010-1486",0.87,0.97,0.93,0.93,151,"2010-151",0.1857191,0.4834149,0,2.5,"Average"
"4053",4053,4053,"2010","Sometimes","Very satisfied","Very good","Somewhat true","Not too true","Yes","Not at all hard","Part-time","Not applicable","White","Female","12","Child day care services","Childcare workers",1487,"Ballot c",5311,0,2,1,3,1,3,1,2,0,1,1,1,3,0,NA,0,0,0,"2010-1487",0.08,0.265,0.31,0.23,36,"2010-36",0.06189511,0.1149265,0,1.5,"Faster than average"
"4054",4054,4054,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","16","U.s. armed forces/n.s.","Military, rank not specified",1488,"Ballot c",310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"2010-1488",NA,NA,NA,NA,211,"2010-211",0.3216199,0.9946002,NA,NA,NA
"4055",4055,4055,"2010","Sometimes","Somewhat satisfied","Fair","Somewhat true","Somewhat true","No","Not at all hard","Part-time","$25000 or more","White","Male","14","Construction","Real estate brokers and sales agents",1489,"Ballot a",3334,0,2,1,2,1,1,1,2,1,2,0,1,3,0,1,0,1,0,"2010-1489",0.635,0.205,0.205,0.475,18,"2010-18",0.07393288,0.1867498,0.25,2,"Average"
"4056",4056,4056,"2010","Often","Somewhat satisfied","Good","Somewhat true","Not too true","No","Very hard","Full-time","$25000 or more","White","Male","18","Machine shops; turned product; screw, nut, and bolt manufacturing","Managers, all other",1490,"Ballot b",1219,1,3,1,2,1,2,1,2,0,1,0,0,0,1,1,0,1,1,"2010-1490",0.16,0.5,0.26,0.68,11,"2010-11",0.1082359,0.4487461,0.1666667,2.166667,"Average"
"4057",4057,4057,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","10","Ship and boat building","Welding, soldering, and brazing workers",1491,"Ballot c",7212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2010-1491",0.775,0.61,0.82,0.3,180,"2010-180",0.1780056,0.5957157,0.5,4,"Little or no change"
"4058",4058,4058,"2010","Hardly ever","Very satisfied","Excellent","Somewhat true","No answer","Yes","Not at all hard","Full-time","Lt $1000","White","Male","13","Specialized design services","Artists and related workers",1492,"Ballot a",2651,0,1,1,3,1,4,1,2,NA,NA,1,1,3,1,0,0,1,0,"2010-1492",0.0385,0.66,0.33,0.52,50,"2010-50",0.07830428,0.1245028,0,4,"Little or no change"
"4059",4059,4059,"2010","Sometimes","Somewhat satisfied","Excellent","Somewhat true","Very true","No","Not too hard","Full-time","$25000 or more","White","Female","16","Real estate","Business operations specialists, all other",1493,"Ballot c",3339,0,2,1,2,1,4,1,2,1,3,0,1,2,1,1,0,0,1,"2010-1493",0.2977143,0.225,0.19875,0.465,32,"2010-32",0.6464788,15.36544,0.375,2.875,"Slower than average"
"4060",4060,4060,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","16","Services incidental to transportation","Air traffic controllers and airfield operations specialists",1494,"Ballot a",3154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"2010-1494",0.0695,0.62,0.33,0.29,100,"2010-100",0.1313995,0.3454555,0,4,"Little or no change"
"4061",4061,4061,"2010","Often","Very satisfied","Excellent","Somewhat true","Somewhat true","No","Not too hard","Full-time","$25000 or more","White","Female","18","Justice, public order, and safety activities","First-line supervisors of police and detectives",1495,"Ballot c",3355,1,3,1,3,1,4,1,2,1,2,0,1,2,1,1,0,0,1,"2010-1495",0.1722,0.63,0.38,0.77,42,"2010-42",0.1843849,0.3862237,0,2.5,"Average"
"4062",4062,4062,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$10000 - 14999","White","Male","15"," restaurants and other food services","Combined food preparation and serving workers, including fast food",1496,"Ballot b",5246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,"2010-1496",0.93,0.07,0.76,0.07,25,"2010-25",0.1018977,0.2698651,0,1.333333,"Faster than average"
"4063",4063,4063,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","15","Administration of environmental quality and housing programs","Surveying and mapping technicians",1497,"Ballot c",3112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2010-1497",0.56472,0.6333333,0.63,0.8066667,115,"2010-115",0.1121599,0.1952497,0,1.8,"Average"
"4064",4064,4064,"2010","Often","Somewhat satisfied","Very good","Somewhat true","Not at all true","No","Not at all hard","Part-time","Not applicable","White","Female","12","Banking and related activities","Credit counselors and loan officers",1498,"Ballot b",3312,1,3,1,2,1,3,1,2,0,0,0,1,3,0,NA,0,0,0,"2010-1498",0.51,0.37,0.16,0.81,66,"2010-66",0.3047633,0.9695431,0,1,"Faster than average"
"4065",4065,4065,"2010","Sometimes","Somewhat satisfied","Good","Not too true","Very true","Yes","Not at all hard","Full-time","$25000 or more","White","Male","13","Electronic component and product manufacturing, n.e.c.","Emergency medical technicians and paramedics",1499,"Ballot c",3258,0,2,1,2,1,2,0,1,1,3,1,1,3,1,1,0,1,0,"2010-1499",0.049,0.39,0.52,0.42,63,"2010-63",0.170145,0.6520149,0,1,"Faster than average"
"4066",4066,4066,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","12","Drycleaning and laundry services","Counter and rental clerks",1500,"Ballot a",5249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2010-1500",0.97,0.065,0.035,0.1,143,"2010-143",0.1598245,0.3565043,0,2,"Average"
"4067",4067,4067,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","16","Elementary and secondary schools","Secondary school teachers",1501,"Ballot b",2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"2010-1501",0.0078,0.19,0.1,0.43,6,"2010-6",0.06956712,0.1205892,0,2,"Average"
"4068",4068,4068,"2010","Sometimes","Somewhat satisfied","Good","Somewhat true","Not too true","No","Somewhat hard","Full-time","$20000 - 24999","White","Female","12","Nursing care facilities","Nursing, psychiatric, and home health aides",1502,"Ballot c",5321,0,2,1,2,1,2,1,2,0,1,0,0,1,1,0,0,0,0,"2010-1502",0.47,0.3,0.57,0.26,65,"2010-65",0.1110381,0.2320777,0,0.5,"Much faster than average"
"4069",4069,4069,"2010","Hardly ever","Very satisfied","Excellent","Somewhat true","Not at all true","No","Very hard","Part-time","$3000 to 3999","White","Female","20","Sewing, needlework, and piece goods stores","Retail salespersons",1503,"Ballot a",5223,0,1,1,3,1,4,1,2,0,0,0,0,0,0,0,0,0,1,"2010-1503",0.95,0.02,0.03,0.02,240,"2010-240",0.1485335,0.3216307,0.5,4.5,"Little or no change"
"4070",4070,4070,"2010","Always","Not at all satisfied","Good","Somewhat true","Very true","No","Somewhat hard","Full-time","$6000 to 6999","White","Male","9","Business support services","Computer support specialists",1504,"Ballot b",3512,1,4,0,0,1,2,1,2,1,3,0,0,1,1,0,0,1,0,"2010-1504",0.65,0.84,0.61,0.68,30,"2010-30",0.1121599,0.1952497,0,0,"Much faster than average"
"4071",4071,4071,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","11","Construction","Inspectors, testers, sorters, samplers, and weighers",1505,"Ballot b",7543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2010-1505",0.98,0.9,0.64,0.98,18,"2010-18",0.07393288,0.1867498,1,5,"Decline"
"4072",4072,4072,"2010","Hardly ever","Very satisfied","Excellent","Very true","Very true","No","Not at all hard","Part-time","$20000 - 24999","White","Female","18","Other schools and instruction, and educational support services","Other teachers and instructors",1506,"Ballot c",2359,0,1,1,3,1,4,1,3,1,3,0,1,3,0,0,0,0,1,"2010-1506",0.0085,0.37,0.34,0.55,121,"2010-121",0.06956712,0.1205892,0,1.5,"Faster than average"
"4073",4073,4073,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","13","Building material and supplies dealers","Sales representatives,  wholesale and manufacturing",1507,"Ballot a",3322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2010-1507",0.3916667,0.15,0.115,0.315,96,"2010-96",0.1485335,0.3216307,0.25,2.75,"Slower than average"
"4074",4074,4074,"2010","Sometimes","Somewhat satisfied","Very good","Very true","Somewhat true","Yes","Not too hard","Part-time","$25000 or more","White","Female","17","Other amusement, gambling, and recreation industries","Miscellaneous entertainment attendants and related workers",1508,"Ballot b",3435,0,2,1,2,1,3,1,3,1,2,1,1,2,0,1,0,0,1,"2010-1508",0.61,0.01,0.01,0.01,91,"2010-91",0.1317097,0.3476813,0,2.333333,"Average"
"4075",4075,4075,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$25000 or more","White","Female","12","Sound recording industries","Customer service representatives",1509,"Ballot c",4222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,"2010-1509",0.755,0.545,0.295,0.505,210,"2010-210",0.379531,1.595426,0.5,3.5,"Slower than average"
"4076",4076,4076,"2010","Sometimes","Very satisfied","Very good","Very true","Very true","No","Not at all hard","Full-time","$25000 or more","White","Female","16","Administration of environmental quality and housing programs","First-line supervisors of office and administrative support workers",1510,"Ballot b",3341,0,2,1,3,1,3,1,3,1,3,0,1,3,1,1,0,0,1,"2010-1510",0.014,0.08,0.08,0.29,115,"2010-115",0.1121599,0.1952497,0,4,"Little or no change"
"4077",4077,4077,"2010","Sometimes","Somewhat satisfied","Fair","Not too true","Somewhat true","No","Not at all hard","Part-time","$10000 - 14999","White","Male","12","Gasoline stations","Advertising sales agents",1511,"Ballot a",3339,0,2,1,2,1,1,0,1,1,2,0,1,3,0,0,0,1,0,"2010-1511",0.2977143,0.225,0.19875,0.465,21,"2010-21",0.1313995,0.3454555,0.375,2.875,"Slower than average"
"4078",4078,4078,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","11","Banking and related activities","Bookkeeping, accounting, and auditing clerks",1512,"Ballot b",4311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2010-1512",0.97,0.29,0.265,0.21,66,"2010-66",0.3047633,0.9695431,0.5,3,"Slower than average"
"4079",4079,4079,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Lt $1000","Other","Male","12","Construction","Construction laborers",1513,"Ballot c",9313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,"2010-1513",0.8,0.68,0.88,0.48,18,"2010-18",0.07393288,0.1867498,0,0.5,"Much faster than average"
"4080",4080,4080,"2010","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","12","Construction","Pipelayers, plumbers, pipefitters, and steamfitters",1514,"Ballot a",7126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2010-1514",0.485,0.74,0.83,0.43,18,"2010-18",0.07393288,0.1867498,0,0,"Much faster than average"
