year,stress,satjob1,health1,jobsecok,fringeok,secondwk,famwkoff,partfull,rincome,race,sex,educ,naicsind07,censusocc00,id,ballot
2010,Sometimes,Somewhat satisfied,Very good,Somewhat true,Somewhat true,Yes,Not too hard,Full-time,$25000 or more,White,Male,12,Offices of physicians,"Opticians, dispensing",1610,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$15000 - 19999,White,Male,15,Building material and supplies dealers,Retail salespersons,1611,Ballot c
2010,Often,Somewhat satisfied,Very good,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Female,12,"Groceries and related products, merchant wholesalers",First-line supervisors of non-retail sales workers,1612,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,11,"Seafood and other miscellaneous foods, n.e.c.","Packers and packagers, hand",1613,Ballot b
2010,Often,Somewhat satisfied,Excellent,Not too true,Not at all true,No,Not too hard,Full-time,$25000 or more,White,Male,12,Construction,First-line supervisors of construction trades and extraction workers,1614,Ballot a
2010,Sometimes,Very satisfied,Very good,Very true,Not at all true,No,Not at all hard,Part-time,$20000 - 24999,White,Female,12,Public finance activities,"Tax examiners and collectors, and revenue agents",1615,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Not applicable,Not applicable,1616,Ballot a
2010,Often,Somewhat satisfied,Good,Very true,Somewhat true,No,Somewhat hard,Part-time,$8000 to 9999,White,Female,12,Nursing care facilities,"Nursing, psychiatric, and home health aides",1617,Ballot b
2010,Hardly ever,Very satisfied,Excellent,Very true,Very true,No,Not too hard,Part-time,$5000 to 5999,White,Female,14,Gasoline stations,Computer systems analysts,1618,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,15,Not applicable,Not applicable,1619,Ballot b
2010,Sometimes,Very satisfied,Excellent,Somewhat true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,12,Motor vehicles and motor vehicle equipment manufacturing,Machinists,1620,Ballot c
2010,Sometimes,Very satisfied,Excellent,Very true,Not at all true,No,Not too hard,Full-time,$15000 - 19999,White,Female,12,Legal services,Secretaries and administrative assistants,1621,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Male,12,"Structural metals, and boiler, tank, and shipping container manufacturing",Machinists,1622,Ballot c
2010,Often,Somewhat satisfied,Good,Somewhat true,Somewhat true,Yes,Not too hard,Full-time,$25000 or more,White,Male,13,Tire manufacturing,"Sales representatives,  wholesale and manufacturing",1623,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,14,Miscellaneous fabricated metal products manufacturing,Marketing and sales managers,1624,Ballot b
2010,Hardly ever,Very satisfied,Excellent,Very true,Very true,Yes,Somewhat hard,Full-time,$5000 to 5999,White,Male,11,Printing and related support activities,Printing press operators,1625,Ballot a
2010,Sometimes,Very satisfied,Excellent,Very true,Very true,No,Not too hard,Full-time,$25000 or more,White,Male,16,Banking and related activities,Financial managers,1626,Ballot c
2010,Often,Very satisfied,Excellent,Very true,Very true,No,Somewhat hard,Full-time,$25000 or more,White,Female,20,Hospitals,Physicians and surgeons,1627,Ballot a
2010,Sometimes,Very satisfied,Very good,Very true,Very true,No,Somewhat hard,Full-time,$25000 or more,White,Female,20,"Colleges and universities, including junior colleges",Postsecondary teachers,1628,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,16,Drycleaning and laundry services,First-line supervisors of non-retail sales workers,1629,Ballot a
2010,Sometimes,Very satisfied,Good,Somewhat true,Somewhat true,No,Not too hard,Full-time,$10000 - 14999,White,Female,19,Religious organizations,Clergy,1630,Ballot a
2010,Sometimes,Very satisfied,Very good,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,16,Not specified retail trade,"First-line supervisors of protective service workers, all other",1631,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,16,"Electronic component and product manufacturing, n.e.c.","Industrial engineers, including health and safety",1632,Ballot b
2010,Often,Not too satisfied,Good,Not at all true,Not at all true,Yes,Very hard,Full-time,$25000 or more,White,Female,12,"Structural metals, and boiler, tank, and shipping container manufacturing",Janitors and building cleaners,1633,Ballot c
2010,Always,Somewhat satisfied,Fair,Somewhat true,Not too true,No,Not too hard,Full-time,$20000 - 24999,White,Male,19,"Colleges and universities, including junior colleges",Postsecondary teachers,1634,Ballot a
2010,Hardly ever,Not too satisfied,Very good,Very true,Very true,Yes,Not at all hard,Full-time,$25000 or more,Black,Male,18,Administration of human resource programs,Social and community service managers,1635,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$6000 to 6999,White,Female,14,"Residential care facilities, without nursing",Personal care aides,1636,Ballot a
2010,Always,Not at all satisfied,Fair,Not at all true,Somewhat true,No,Dont know,Full-time,Refused,White,Male,13,Automotive repair and maintenance,Painting workers,1637,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,16,"Colleges and universities, including junior colleges",First-line supervisors of office and administrative support workers,1638,Ballot b
2010,Sometimes,Somewhat satisfied,Very good,Very true,Not too true,Yes,Not too hard,Full-time,$20000 - 24999,White,Female,12,Elementary and secondary schools,Secretaries and administrative assistants,1639,Ballot c
2010,Sometimes,Very satisfied,Good,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Female,15,"Colleges and universities, including junior colleges",Accountants and auditors,1640,Ballot a
2010,Always,Somewhat satisfied,Good,Very true,Very true,No,Not too hard,Full-time,$25000 or more,White,Female,12,Postal service,Postal service clerks,1641,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Refused,White,Male,16,Newspaper publishers,"News analysts, reporters and correspondents",1642,Ballot c
2010,Sometimes,Somewhat satisfied,Good,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Female,16,Services incidental to transportation,Payroll and timekeeping clerks,1643,Ballot a
2010,Often,Very satisfied,Excellent,Somewhat true,Not at all true,No,Very hard,Full-time,$25000 or more,White,Female,16,Other personal services,"Managers, all other",1644,Ballot b
2010,Often,Very satisfied,Very good,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Female,20,"Colleges and universities, including junior colleges",Postsecondary teachers,1645,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,White,Male,13,Business support services,Customer service representatives,1646,Ballot b
2010,Often,Very satisfied,Good,Very true,Somewhat true,Yes,Not at all hard,Full-time,$25000 or more,White,Male,15,"Animal food, grain, and oilseed milling","Purchasing agents, except wholesale, retail, and farm products",1647,Ballot c
2010,Hardly ever,Somewhat satisfied,Fair,Very true,Not at all true,No,Not too hard,Full-time,$10000 - 14999,White,Female,13,"Beer, wine, and liquor stores",Retail salespersons,1648,Ballot a
2010,Sometimes,Somewhat satisfied,Fair,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Female,15,Construction,Designers,1649,Ballot c
2010,Sometimes,Very satisfied,Very good,Very true,Very true,No,Somewhat hard,Full-time,$25000 or more,White,Female,14,Nail salons and other personal care services,Registered nurses,1650,Ballot c
2010,Always,Somewhat satisfied,Very good,Very true,Not too true,Yes,Somewhat hard,Full-time,$25000 or more,White,Male,14,"Machinery manufacturing, n.e.c.    ",First-line supervisors of production and operating workers,1651,Ballot a
2010,Often,Very satisfied,Excellent,Somewhat true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Female,12,Construction,First-line supervisors of office and administrative support workers,1652,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,11,Truck transportation,Driver/sales workers and truck drivers,1653,Ballot b
2010,Sometimes,Somewhat satisfied,Good,Somewhat true,Somewhat true,No,Somewhat hard,Full-time,$15000 - 19999,White,Female,14,"Other professional, scientific, and technical services",Photographers,1654,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,10,Hospitals,Maids and housekeeping cleaners,1655,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,20,Individual and family services,"Therapists, all other",1656,Ballot b
2010,Sometimes,Very satisfied,Very good,Very true,Very true,No,Not too hard,Full-time,$25000 or more,White,Female,17,Computer systems design and related services,Computer and information systems managers,1657,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$15000 - 19999,White,Female,18,Elementary and secondary schools,Elementary and middle school teachers,1658,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,14,Nursing care facilities,"Nursing, psychiatric, and home health aides",1659,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Male,12,U.s. army,First-line enlisted military supervisors,1660,Ballot b
2010,Sometimes,Not too satisfied,Good,Not at all true,Not at all true,No,Not at all hard,Full-time,$15000 - 19999,White,Female,12,Child day care services,Childcare workers,1661,Ballot c
2010,Often,Not too satisfied,Fair,Somewhat true,Not too true,No,Not too hard,Full-time,$15000 - 19999,White,Female,14,Offices of physicians,"Information and record clerks, all other",1662,Ballot a
2010,Hardly ever,Very satisfied,Very good,Somewhat true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Female,13,Offices of physicians,Receptionists and information clerks,1663,Ballot a
2010,Hardly ever,Somewhat satisfied,Excellent,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Female,17,"Architectural, engineering, and related services",Civil engineers,1664,Ballot a
2010,Sometimes,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,17,Administration of environmental quality and housing programs,Biological scientists,1665,Ballot c
2010,Often,Not too satisfied,Fair,Not at all true,Somewhat true,No,Not too hard,Full-time,$10000 - 14999,White,Female,13, restaurants and other food services,"Combined food preparation and serving workers, including fast food",1666,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12, restaurants and other food services,Waiters and waitresses,1667,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$25000 or more,White,Female,14,Elementary and secondary schools,Bus drivers,1668,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,Construction,Driver/sales workers and truck drivers,1669,Ballot b
